Judul,Abstraksi
"ANALISIS PENGARUH TINGKAT SUKU BUNGA, INFLASI, EPS, PERTUMBUHAN PENJUALAN TERHADAP HARGA SAHAM PADA PERUSAHAAN MAKANAN DAN MINUMAN YANG TERDAFTAR DI BEI PERIODE 2011-2015","ABSTRAK

Kiky Novita, Analisis Pengaruh Tingkat Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan Terhadap Harga Saham pada Perusahaan Makanan dan Minuman yang Terdaftar di BEI Periode 2011-2015. Dibawah bimbingan Purnamawati, S.E. M.Si dan Echsan Gani, S.E. M.Si.
Tujuan penelitian ini adalah untuk mengetahui adanya pengaruh Tingkat Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan secara parsial maupun secara simultan terhadap Harga Saham pada Perusahaan Makanan dan Minuman yang Terdaftar di BEI.
Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive Sampling dan diperoleh sampel sebanyak 8 perusahaan. Untuk pengujian instrumen menggunakan Uji Asumsi Klasik, sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah regresi linier berganda dengan menggunakan Uji t, Uji F, dan Uji Determinasi R2.
Berdasarkan hasil penelitian menunjukkan bahwa R Square sebesar 0,787 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 78,7%, sedangkan sisanya 21,3 dipengaruhi variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji t diketahui bahwa secara parsial variabel suku bunga berpengaruh negatif tidak signifikan terhadap harga saham, variabel inflasi berpengaruh positif tidak signifikan terhadap harga saham, variabel EPS berpengaruh positif signifikan terhadap harga saham, variabel pertumbuhan penjualan berpengaruh negatif tidak signifikan terhadap harga saham. Berdasarkan uji F variabel suku bunga, inflasi, EPS, pertumbuhan penjualan berpengaruh positif signifikan terhadap harga saham.



Kata Kunci : Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan
"
"ANALISIS PENGARUH TINGKAT SUKU BUNGA, INFLASI, EPS, PERTUMBUHAN PENJUALAN TERHADAP HARGA SAHAM PADA PERUSAHAAN MAKANAN DAN MINUMAN YANG TERDAFTAR DI BEI PERIODE 2011-2015","ABSTRAK

Kiky Novita, Analisis Pengaruh Tingkat Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan Terhadap Harga Saham pada Perusahaan Makanan dan Minuman yang Terdaftar di BEI Periode 2011-2015. Dibawah bimbingan Purnamawati, S.E. M.Si dan Echsan Gani, S.E. M.Si.
Tujuan penelitian ini adalah untuk mengetahui adanya pengaruh Tingkat Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan secara parsial maupun secara simultan terhadap Harga Saham pada Perusahaan Makanan dan Minuman yang Terdaftar di BEI.
Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive Sampling dan diperoleh sampel sebanyak 8 perusahaan. Untuk pengujian instrumen menggunakan Uji Asumsi Klasik, sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah regresi linier berganda dengan menggunakan Uji t, Uji F, dan Uji Determinasi R2.
Berdasarkan hasil penelitian menunjukkan bahwa R Square sebesar 0,787 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 78,7%, sedangkan sisanya 21,3 dipengaruhi variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji t diketahui bahwa secara parsial variabel suku bunga berpengaruh negatif tidak signifikan terhadap harga saham, variabel inflasi berpengaruh positif tidak signifikan terhadap harga saham, variabel EPS berpengaruh positif signifikan terhadap harga saham, variabel pertumbuhan penjualan berpengaruh negatif tidak signifikan terhadap harga saham. Berdasarkan uji F variabel suku bunga, inflasi, EPS, pertumbuhan penjualan berpengaruh positif signifikan terhadap harga saham.



Kata Kunci : Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan
"
"ANALISIS PENGARUH TINGKAT SUKU BUNGA, INFLASI, EPS, PERTUMBUHAN PENJUALAN TERHADAP HARGA SAHAM PADA PERUSAHAAN MAKANAN DAN MINUMAN YANG TERDAFTAR DI BEI PERIODE 2011-2015","ABSTRAK

Kiky Novita, Analisis Pengaruh Tingkat Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan Terhadap Harga Saham pada Perusahaan Makanan dan Minuman yang Terdaftar di BEI Periode 2011-2015. Dibawah bimbingan Purnamawati, S.E. M.Si dan Echsan Gani, S.E. M.Si.
Tujuan penelitian ini adalah untuk mengetahui adanya pengaruh Tingkat Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan secara parsial maupun secara simultan terhadap Harga Saham pada Perusahaan Makanan dan Minuman yang Terdaftar di BEI.
Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive Sampling dan diperoleh sampel sebanyak 8 perusahaan. Untuk pengujian instrumen menggunakan Uji Asumsi Klasik, sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah regresi linier berganda dengan menggunakan Uji t, Uji F, dan Uji Determinasi R2.
Berdasarkan hasil penelitian menunjukkan bahwa R Square sebesar 0,787 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 78,7%, sedangkan sisanya 21,3 dipengaruhi variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji t diketahui bahwa secara parsial variabel suku bunga berpengaruh negatif tidak signifikan terhadap harga saham, variabel inflasi berpengaruh positif tidak signifikan terhadap harga saham, variabel EPS berpengaruh positif signifikan terhadap harga saham, variabel pertumbuhan penjualan berpengaruh negatif tidak signifikan terhadap harga saham. Berdasarkan uji F variabel suku bunga, inflasi, EPS, pertumbuhan penjualan berpengaruh positif signifikan terhadap harga saham.



Kata Kunci : Suku Bunga, Inflasi, EPS, Pertumbuhan Penjualan
"
"Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social Responsibility (CSR). ","Dwi Puji Ningrum, Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social
Responsibility (CSR). Dibawah bimbingan Bapak Dr. Chairul Anam, Drs. Ec.
M.Kes Dan ibu Purnamawati, SE., MSI. 
Tujuan Penelitian ini adalah untuk mengetahui adanya pengaruh Ukuran
Perusahaan, Profitabilitas, Leverage, Dan Kepemilikan Institusional secara
parsial maupun secara simultan Terhadap Corporate Social Responsibility (CSR)
yang terdaftar di bursa efek Indonesia periode 2012-2015.
Pendekatan Penelitian yang digunakan dalam penelitian ini adalah
Kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive
Sampling dan diperoleh sampel sebanyak 20 perusahaan. Untuk Pengujian
nstrumen menggunakan Uji Asumsi Klasik, Sedangkan Teknik Analisis Data
yang digunakan Untuk menguji hipotesis adalah Regresi Linear Berganda
dengan menggunakan Uji t, Uji F, dan Uji Determinasi R
. 

2
Berdasarkan hasil penelitian menunjukkan bahwa R Square Sebesar
0,236 yang berarti besarnya pengaruh variable bebas terhadap variable terikat
adalah 23,6% sedangkan sisanya 76,4% dipengaruhi variabel lain yang tidak
diteliti dalam penelitian ini. Berdasarkan Uji t diketahui bahwa secara parsial
variable ukuran perusahaan berpengaruh positif signifikan terhadap Corporate
Social Responsibility (CSR), variable profitabilitas berpengaruh positif tidak
signifikan terhadap Corporate Social Responsibility (CSR), variabel leverage
berpengaruh positif signifikan terhadap Corporate Social Responsibility (CSR),
variable kepemilikan institusional berpengaruh positif signifikan terhadap
Corporate Social Responsibility (CSR). Berdasarkan uji F variable ukuran
perusahaan, profitabilitas, leverage, kepemilikan institusional berpengaruh positif
signifikan terhadap Corporate Social Responsibility (CSR).

Kata Kunci : Ukuran Perusahaan, Profitabilitas, Leverage, Kepemilikan
Institusional. "
"Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social Responsibility (CSR). ","Dwi Puji Ningrum, Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social
Responsibility (CSR). Dibawah bimbingan Bapak Dr. Chairul Anam, Drs. Ec.
M.Kes Dan ibu Purnamawati, SE., MSI. 
Tujuan Penelitian ini adalah untuk mengetahui adanya pengaruh Ukuran
Perusahaan, Profitabilitas, Leverage, Dan Kepemilikan Institusional secara
parsial maupun secara simultan Terhadap Corporate Social Responsibility (CSR)
yang terdaftar di bursa efek Indonesia periode 2012-2015.
Pendekatan Penelitian yang digunakan dalam penelitian ini adalah
Kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive
Sampling dan diperoleh sampel sebanyak 20 perusahaan. Untuk Pengujian
nstrumen menggunakan Uji Asumsi Klasik, Sedangkan Teknik Analisis Data
yang digunakan Untuk menguji hipotesis adalah Regresi Linear Berganda
dengan menggunakan Uji t, Uji F, dan Uji Determinasi R
. 

2
Berdasarkan hasil penelitian menunjukkan bahwa R Square Sebesar
0,236 yang berarti besarnya pengaruh variable bebas terhadap variable terikat
adalah 23,6% sedangkan sisanya 76,4% dipengaruhi variabel lain yang tidak
diteliti dalam penelitian ini. Berdasarkan Uji t diketahui bahwa secara parsial
variable ukuran perusahaan berpengaruh positif signifikan terhadap Corporate
Social Responsibility (CSR), variable profitabilitas berpengaruh positif tidak
signifikan terhadap Corporate Social Responsibility (CSR), variabel leverage
berpengaruh positif signifikan terhadap Corporate Social Responsibility (CSR),
variable kepemilikan institusional berpengaruh positif signifikan terhadap
Corporate Social Responsibility (CSR). Berdasarkan uji F variable ukuran
perusahaan, profitabilitas, leverage, kepemilikan institusional berpengaruh positif
signifikan terhadap Corporate Social Responsibility (CSR).

Kata Kunci : Ukuran Perusahaan, Profitabilitas, Leverage, Kepemilikan
Institusional. "
"Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social Responsibility (CSR). ","Dwi Puji Ningrum, Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social
Responsibility (CSR). Dibawah bimbingan Bapak Dr. Chairul Anam, Drs. Ec.
M.Kes Dan ibu Purnamawati, SE., MSI. 
Tujuan Penelitian ini adalah untuk mengetahui adanya pengaruh Ukuran
Perusahaan, Profitabilitas, Leverage, Dan Kepemilikan Institusional secara
parsial maupun secara simultan Terhadap Corporate Social Responsibility (CSR)
yang terdaftar di bursa efek Indonesia periode 2012-2015.
Pendekatan Penelitian yang digunakan dalam penelitian ini adalah
Kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive
Sampling dan diperoleh sampel sebanyak 20 perusahaan. Untuk Pengujian
nstrumen menggunakan Uji Asumsi Klasik, Sedangkan Teknik Analisis Data
yang digunakan Untuk menguji hipotesis adalah Regresi Linear Berganda
dengan menggunakan Uji t, Uji F, dan Uji Determinasi R
. 

2
Berdasarkan hasil penelitian menunjukkan bahwa R Square Sebesar
0,236 yang berarti besarnya pengaruh variable bebas terhadap variable terikat
adalah 23,6% sedangkan sisanya 76,4% dipengaruhi variabel lain yang tidak
diteliti dalam penelitian ini. Berdasarkan Uji t diketahui bahwa secara parsial
variable ukuran perusahaan berpengaruh positif signifikan terhadap Corporate
Social Responsibility (CSR), variable profitabilitas berpengaruh positif tidak
signifikan terhadap Corporate Social Responsibility (CSR), variabel leverage
berpengaruh positif signifikan terhadap Corporate Social Responsibility (CSR),
variable kepemilikan institusional berpengaruh positif signifikan terhadap
Corporate Social Responsibility (CSR). Berdasarkan uji F variable ukuran
perusahaan, profitabilitas, leverage, kepemilikan institusional berpengaruh positif
signifikan terhadap Corporate Social Responsibility (CSR).

Kata Kunci : Ukuran Perusahaan, Profitabilitas, Leverage, Kepemilikan
Institusional. "
"Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social Responsibility (CSR). ","Dwi Puji Ningrum, Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social
Responsibility (CSR). Dibawah bimbingan Bapak Dr. Chairul Anam, Drs. Ec.
M.Kes Dan ibu Purnamawati, SE., MSI. 
Tujuan Penelitian ini adalah untuk mengetahui adanya pengaruh Ukuran
Perusahaan, Profitabilitas, Leverage, Dan Kepemilikan Institusional secara
parsial maupun secara simultan Terhadap Corporate Social Responsibility (CSR)
yang terdaftar di bursa efek Indonesia periode 2012-2015.
Pendekatan Penelitian yang digunakan dalam penelitian ini adalah
Kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive
Sampling dan diperoleh sampel sebanyak 20 perusahaan. Untuk Pengujian
nstrumen menggunakan Uji Asumsi Klasik, Sedangkan Teknik Analisis Data
yang digunakan Untuk menguji hipotesis adalah Regresi Linear Berganda
dengan menggunakan Uji t, Uji F, dan Uji Determinasi R
. 

2
Berdasarkan hasil penelitian menunjukkan bahwa R Square Sebesar
0,236 yang berarti besarnya pengaruh variable bebas terhadap variable terikat
adalah 23,6% sedangkan sisanya 76,4% dipengaruhi variabel lain yang tidak
diteliti dalam penelitian ini. Berdasarkan Uji t diketahui bahwa secara parsial
variable ukuran perusahaan berpengaruh positif signifikan terhadap Corporate
Social Responsibility (CSR), variable profitabilitas berpengaruh positif tidak
signifikan terhadap Corporate Social Responsibility (CSR), variabel leverage
berpengaruh positif signifikan terhadap Corporate Social Responsibility (CSR),
variable kepemilikan institusional berpengaruh positif signifikan terhadap
Corporate Social Responsibility (CSR). Berdasarkan uji F variable ukuran
perusahaan, profitabilitas, leverage, kepemilikan institusional berpengaruh positif
signifikan terhadap Corporate Social Responsibility (CSR).

Kata Kunci : Ukuran Perusahaan, Profitabilitas, Leverage, Kepemilikan
Institusional. "
"Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social Responsibility (CSR). ","Dwi Puji Ningrum, Analisis Pengaruh Ukuran Perusahaan, Profitabilitas,
Leverage, Dan Kepemilikan Institusional Terhadap Corporate Social
Responsibility (CSR). Dibawah bimbingan Bapak Dr. Chairul Anam, Drs. Ec.
M.Kes Dan ibu Purnamawati, SE., MSI. 
Tujuan Penelitian ini adalah untuk mengetahui adanya pengaruh Ukuran
Perusahaan, Profitabilitas, Leverage, Dan Kepemilikan Institusional secara
parsial maupun secara simultan Terhadap Corporate Social Responsibility (CSR)
yang terdaftar di bursa efek Indonesia periode 2012-2015.
Pendekatan Penelitian yang digunakan dalam penelitian ini adalah
Kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive
Sampling dan diperoleh sampel sebanyak 20 perusahaan. Untuk Pengujian
nstrumen menggunakan Uji Asumsi Klasik, Sedangkan Teknik Analisis Data
yang digunakan Untuk menguji hipotesis adalah Regresi Linear Berganda
dengan menggunakan Uji t, Uji F, dan Uji Determinasi R
. 

2
Berdasarkan hasil penelitian menunjukkan bahwa R Square Sebesar
0,236 yang berarti besarnya pengaruh variable bebas terhadap variable terikat
adalah 23,6% sedangkan sisanya 76,4% dipengaruhi variabel lain yang tidak
diteliti dalam penelitian ini. Berdasarkan Uji t diketahui bahwa secara parsial
variable ukuran perusahaan berpengaruh positif signifikan terhadap Corporate
Social Responsibility (CSR), variable profitabilitas berpengaruh positif tidak
signifikan terhadap Corporate Social Responsibility (CSR), variabel leverage
berpengaruh positif signifikan terhadap Corporate Social Responsibility (CSR),
variable kepemilikan institusional berpengaruh positif signifikan terhadap
Corporate Social Responsibility (CSR). Berdasarkan uji F variable ukuran
perusahaan, profitabilitas, leverage, kepemilikan institusional berpengaruh positif
signifikan terhadap Corporate Social Responsibility (CSR).

Kata Kunci : Ukuran Perusahaan, Profitabilitas, Leverage, Kepemilikan
Institusional. "
Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015,"Siti Fauziyah, Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015. Dibawah Bimbingan Prasetyo Nugroho, Spi.,MM Dan Echsan Gani, Se, M.Si.
Masalah Keuangan Pada Perusahaan Dapat Menyebabkan Perusahaan Tersebut Berada Pada Kondisi Bangkrut. Kebangkrutan Merupakan Masalah Esensial Yang Harus Di Waspadai Oleh Perusahaan. Suatu Perusahaan Dikatakan Bangkrut Apabila Perusahaan Tersebut Mengalami  Kesulitan Keuangan Yang Ringan Sampai Seperti Masalah Likuiditas Sampai Dengan Kesulitan Yang Lebih Serius Yaitu Solvabel Yaitu Hutang Lebih Besar Dari Pada Aset Perusahaan. Tujuan penelitian ini yaitu untuk mengetahui potensi kebangkrutan perusahaan sub sektor pulp dan kertas yang tedaftar di bursa efek indonesia periode 2012-2015 dengan menggunakan metode Altman Z-score dan Springate. Jenis penelitian ini menggunakan metode penelitian deskriptif dengan menggunakan sumber data sekunder.Teknik pengambilan sampel dalam penelitian ini yaitu purposive sampling sehingga diperoleh 4 perusahaan sebagai sampel.
Hasil dari penlitian perusahaan sub sektor pulp dan kertas periode 2012-2015 dengan menggunakan metode Altman yaitu tahun 2012 terdapat 2 perusahaan yang dinyatakan sehat dan 2 perusahaan dinyatakan bangkrut, tahun 2013 1 perusahaan dinyatakan sehat dan 2 perusahaan grey area sedangkan 1 perusahaan dalam kondisi bangkrut, tahun 2014 hanya satu perusahaan dinyatakan sehat, 2 perusahaan berada pada kondisi bangkrut dan 1 perusahaan grey area, tahun 2015 hanya 1 perusahaan dalam kondisi sehat dan 3 perusahaan bangkrut. Sedangkan menggunakan metode springate tahun 2012 terdapat 3 perusahaan dalam kondisi sehat dan 1 perusahaan bangkrut, tahun 2013 hanya 1 perusahaan sehat dan 3 perusahaan dalam kondisi bangkrut, tahun 2014 terdapat 2 perusahaan sehat dan 2 perusahaan bangkrut, tahun 2015 terdapat 1 perusahaan sehat dan 3 perusahaan bangkrut.
"
Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015,"Siti Fauziyah, Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015. Dibawah Bimbingan Prasetyo Nugroho, Spi.,MM Dan Echsan Gani, Se, M.Si.
Masalah Keuangan Pada Perusahaan Dapat Menyebabkan Perusahaan Tersebut Berada Pada Kondisi Bangkrut. Kebangkrutan Merupakan Masalah Esensial Yang Harus Di Waspadai Oleh Perusahaan. Suatu Perusahaan Dikatakan Bangkrut Apabila Perusahaan Tersebut Mengalami  Kesulitan Keuangan Yang Ringan Sampai Seperti Masalah Likuiditas Sampai Dengan Kesulitan Yang Lebih Serius Yaitu Solvabel Yaitu Hutang Lebih Besar Dari Pada Aset Perusahaan. Tujuan penelitian ini yaitu untuk mengetahui potensi kebangkrutan perusahaan sub sektor pulp dan kertas yang tedaftar di bursa efek indonesia periode 2012-2015 dengan menggunakan metode Altman Z-score dan Springate. Jenis penelitian ini menggunakan metode penelitian deskriptif dengan menggunakan sumber data sekunder.Teknik pengambilan sampel dalam penelitian ini yaitu purposive sampling sehingga diperoleh 4 perusahaan sebagai sampel.
Hasil dari penlitian perusahaan sub sektor pulp dan kertas periode 2012-2015 dengan menggunakan metode Altman yaitu tahun 2012 terdapat 2 perusahaan yang dinyatakan sehat dan 2 perusahaan dinyatakan bangkrut, tahun 2013 1 perusahaan dinyatakan sehat dan 2 perusahaan grey area sedangkan 1 perusahaan dalam kondisi bangkrut, tahun 2014 hanya satu perusahaan dinyatakan sehat, 2 perusahaan berada pada kondisi bangkrut dan 1 perusahaan grey area, tahun 2015 hanya 1 perusahaan dalam kondisi sehat dan 3 perusahaan bangkrut. Sedangkan menggunakan metode springate tahun 2012 terdapat 3 perusahaan dalam kondisi sehat dan 1 perusahaan bangkrut, tahun 2013 hanya 1 perusahaan sehat dan 3 perusahaan dalam kondisi bangkrut, tahun 2014 terdapat 2 perusahaan sehat dan 2 perusahaan bangkrut, tahun 2015 terdapat 1 perusahaan sehat dan 3 perusahaan bangkrut.
"
Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015,"Siti Fauziyah, Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015. Dibawah Bimbingan Prasetyo Nugroho, Spi.,MM Dan Echsan Gani, Se, M.Si.
Masalah Keuangan Pada Perusahaan Dapat Menyebabkan Perusahaan Tersebut Berada Pada Kondisi Bangkrut. Kebangkrutan Merupakan Masalah Esensial Yang Harus Di Waspadai Oleh Perusahaan. Suatu Perusahaan Dikatakan Bangkrut Apabila Perusahaan Tersebut Mengalami  Kesulitan Keuangan Yang Ringan Sampai Seperti Masalah Likuiditas Sampai Dengan Kesulitan Yang Lebih Serius Yaitu Solvabel Yaitu Hutang Lebih Besar Dari Pada Aset Perusahaan. Tujuan penelitian ini yaitu untuk mengetahui potensi kebangkrutan perusahaan sub sektor pulp dan kertas yang tedaftar di bursa efek indonesia periode 2012-2015 dengan menggunakan metode Altman Z-score dan Springate. Jenis penelitian ini menggunakan metode penelitian deskriptif dengan menggunakan sumber data sekunder.Teknik pengambilan sampel dalam penelitian ini yaitu purposive sampling sehingga diperoleh 4 perusahaan sebagai sampel.
Hasil dari penlitian perusahaan sub sektor pulp dan kertas periode 2012-2015 dengan menggunakan metode Altman yaitu tahun 2012 terdapat 2 perusahaan yang dinyatakan sehat dan 2 perusahaan dinyatakan bangkrut, tahun 2013 1 perusahaan dinyatakan sehat dan 2 perusahaan grey area sedangkan 1 perusahaan dalam kondisi bangkrut, tahun 2014 hanya satu perusahaan dinyatakan sehat, 2 perusahaan berada pada kondisi bangkrut dan 1 perusahaan grey area, tahun 2015 hanya 1 perusahaan dalam kondisi sehat dan 3 perusahaan bangkrut. Sedangkan menggunakan metode springate tahun 2012 terdapat 3 perusahaan dalam kondisi sehat dan 1 perusahaan bangkrut, tahun 2013 hanya 1 perusahaan sehat dan 3 perusahaan dalam kondisi bangkrut, tahun 2014 terdapat 2 perusahaan sehat dan 2 perusahaan bangkrut, tahun 2015 terdapat 1 perusahaan sehat dan 3 perusahaan bangkrut.
"
Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015,"Siti Fauziyah, Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015. Dibawah Bimbingan Prasetyo Nugroho, Spi.,MM Dan Echsan Gani, Se, M.Si.
Masalah Keuangan Pada Perusahaan Dapat Menyebabkan Perusahaan Tersebut Berada Pada Kondisi Bangkrut. Kebangkrutan Merupakan Masalah Esensial Yang Harus Di Waspadai Oleh Perusahaan. Suatu Perusahaan Dikatakan Bangkrut Apabila Perusahaan Tersebut Mengalami  Kesulitan Keuangan Yang Ringan Sampai Seperti Masalah Likuiditas Sampai Dengan Kesulitan Yang Lebih Serius Yaitu Solvabel Yaitu Hutang Lebih Besar Dari Pada Aset Perusahaan. Tujuan penelitian ini yaitu untuk mengetahui potensi kebangkrutan perusahaan sub sektor pulp dan kertas yang tedaftar di bursa efek indonesia periode 2012-2015 dengan menggunakan metode Altman Z-score dan Springate. Jenis penelitian ini menggunakan metode penelitian deskriptif dengan menggunakan sumber data sekunder.Teknik pengambilan sampel dalam penelitian ini yaitu purposive sampling sehingga diperoleh 4 perusahaan sebagai sampel.
Hasil dari penlitian perusahaan sub sektor pulp dan kertas periode 2012-2015 dengan menggunakan metode Altman yaitu tahun 2012 terdapat 2 perusahaan yang dinyatakan sehat dan 2 perusahaan dinyatakan bangkrut, tahun 2013 1 perusahaan dinyatakan sehat dan 2 perusahaan grey area sedangkan 1 perusahaan dalam kondisi bangkrut, tahun 2014 hanya satu perusahaan dinyatakan sehat, 2 perusahaan berada pada kondisi bangkrut dan 1 perusahaan grey area, tahun 2015 hanya 1 perusahaan dalam kondisi sehat dan 3 perusahaan bangkrut. Sedangkan menggunakan metode springate tahun 2012 terdapat 3 perusahaan dalam kondisi sehat dan 1 perusahaan bangkrut, tahun 2013 hanya 1 perusahaan sehat dan 3 perusahaan dalam kondisi bangkrut, tahun 2014 terdapat 2 perusahaan sehat dan 2 perusahaan bangkrut, tahun 2015 terdapat 1 perusahaan sehat dan 3 perusahaan bangkrut.
"
Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015,"Siti Fauziyah, Analisis Kebangkrutan Dengan Metode Altman Z-Score Dan Springate Pada Perusahaan Sub Sektor Pulp Dan Kertas Yang Terdaftar Di Bursa Efek Indonesia (BEI) Periode 2012-2015. Dibawah Bimbingan Prasetyo Nugroho, Spi.,MM Dan Echsan Gani, Se, M.Si.
Masalah Keuangan Pada Perusahaan Dapat Menyebabkan Perusahaan Tersebut Berada Pada Kondisi Bangkrut. Kebangkrutan Merupakan Masalah Esensial Yang Harus Di Waspadai Oleh Perusahaan. Suatu Perusahaan Dikatakan Bangkrut Apabila Perusahaan Tersebut Mengalami  Kesulitan Keuangan Yang Ringan Sampai Seperti Masalah Likuiditas Sampai Dengan Kesulitan Yang Lebih Serius Yaitu Solvabel Yaitu Hutang Lebih Besar Dari Pada Aset Perusahaan. Tujuan penelitian ini yaitu untuk mengetahui potensi kebangkrutan perusahaan sub sektor pulp dan kertas yang tedaftar di bursa efek indonesia periode 2012-2015 dengan menggunakan metode Altman Z-score dan Springate. Jenis penelitian ini menggunakan metode penelitian deskriptif dengan menggunakan sumber data sekunder.Teknik pengambilan sampel dalam penelitian ini yaitu purposive sampling sehingga diperoleh 4 perusahaan sebagai sampel.
Hasil dari penlitian perusahaan sub sektor pulp dan kertas periode 2012-2015 dengan menggunakan metode Altman yaitu tahun 2012 terdapat 2 perusahaan yang dinyatakan sehat dan 2 perusahaan dinyatakan bangkrut, tahun 2013 1 perusahaan dinyatakan sehat dan 2 perusahaan grey area sedangkan 1 perusahaan dalam kondisi bangkrut, tahun 2014 hanya satu perusahaan dinyatakan sehat, 2 perusahaan berada pada kondisi bangkrut dan 1 perusahaan grey area, tahun 2015 hanya 1 perusahaan dalam kondisi sehat dan 3 perusahaan bangkrut. Sedangkan menggunakan metode springate tahun 2012 terdapat 3 perusahaan dalam kondisi sehat dan 1 perusahaan bangkrut, tahun 2013 hanya 1 perusahaan sehat dan 3 perusahaan dalam kondisi bangkrut, tahun 2014 terdapat 2 perusahaan sehat dan 2 perusahaan bangkrut, tahun 2015 terdapat 1 perusahaan sehat dan 3 perusahaan bangkrut.
"
